devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
rameshbabus1969,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:28:41 +0000 2018
samanthaaacg,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:28:31 +0000 2018
suchitra_puli,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:20:32 +0000 2018
sandeepps995,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:15:30 +0000 2018
vishalt75776886,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:14:55 +0000 2018
TheParulYadav,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:14:36 +0000 2018
MThawaria,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:13:31 +0000 2018
geeta1978,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:13:29 +0000 2018
jonesjoseph,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:12:54 +0000 2018
pragadeishrajen,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:04:04 +0000 2018
pradx,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:03:19 +0000 2018
karthikmanick,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 02:02:09 +0000 2018
rajeshksharma,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:59:41 +0000 2018
PKanagaratnam,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:17:40 +0000 2018
ACLAYsuper,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:14:03 +0000 2018
CondieKristine,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:10:47 +0000 2018
yconsor,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:09:47 +0000 2018
beijaflor70,"@I_own_a_dog @Bill_Flood @FUNHAUS_FAN @jacremes It was offensive 2, 10, 30, 40 years ago. It just wasn't offensive to you.",,Tue Aug 21 18:09:28 +0000 2018
Virtuous14,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:09:14 +0000 2018
guysohigh,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:09:04 +0000 2018
Clear_Destiny_,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:08:56 +0000 2018
Shalisa_Renee,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:06:55 +0000 2018
BBroderickNews,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:06:50 +0000 2018
eric_hobeck,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:06:34 +0000 2018
ThatElJefe,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:06:14 +0000 2018
The_Statement,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:05:02 +0000 2018
capitalweather,RT @KatSullivanDC: Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capita…,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,Tue Aug 21 18:04:04 +0000 2018
I_own_a_dog,"@beijaflor70 @Bill_Flood @FUNHAUS_FAN @jacremes The memorial is to commemorate the dead, not bring in the fourth reich. Why are you pissing yourself now trying to take down a statue that was 0% offensive two years ago.",,Tue Aug 21 17:56:09 +0000 2018
deepak_singh_28,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:56:54 +0000 2018
PriyadarshiniSK,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:55:32 +0000 2018
nitinjaywant,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:54:29 +0000 2018
sharonlobo11,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:53:09 +0000 2018
MAHI_180,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:46:53 +0000 2018
VeeRa_Modified,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:45:32 +0000 2018
rohitraaj,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:44:14 +0000 2018
vijayshankar25,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:44:04 +0000 2018
somusathish,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:43:58 +0000 2018
MarkoftheBuzz,"@TheFakeNed Last year, the eclipse and a flood. This year, the insect plague. What apocalyptic sign will we get August 21, 2019?",,Wed Aug 22 01:39:21 +0000 2018
Amitkum13772222,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:36:09 +0000 2018
kekkepikkuni,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:23:21 +0000 2018
eKuttan,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:23:15 +0000 2018
DrAshwiniRao,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:22:40 +0000 2018
guthula88,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:21:51 +0000 2018
KatSullivanDC,Dad’s house in Falls Church about an hour ago - have lived here for 28 years and never seen Fairwood Lane flood ⁦@capitalweather⁩ https://t.co/PNhIjPPMML,,Tue Aug 21 17:51:19 +0000 2018
kennyranch,@DiriTami Drove pass this same area and the flood is unbelievable.. It never use to be like this some years ago. Wondering what happened?,,Tue Aug 21 16:27:21 +0000 2018
KDRogersMD,"@religulous Yahweh belief is one such area. 
We know humanity is older than 6000 years. We know there was no global flood circa 4344 yrs ago. The foundation stories for Yahweh belief are false. We know the history of the Yahweh story.",,Tue Aug 21 16:23:50 +0000 2018
rijn,"A few years ago @ehpo @dulk and me presented the dynamics of enthusiasm in music by showing moments of Flame, Flow &amp; Flood &amp; telling music stories. I just stumbled upon this videotrailer: https://t.co/jykgw9Z0sk Maybe we should do this again!",,Tue Aug 21 16:22:02 +0000 2018
Satya_Bol,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Tue Aug 21 16:07:47 +0000 2018
EffumBodyWorks,Two years ago... I never wanna see another flood again...but it was a great time of unity and love! We was in them streets heavy tho! We went to parts and neighborhoods that never saw… https://t.co/NHo724MiGa,,Tue Aug 21 15:12:45 +0000 2018
ChesCoRamblings,RT @TheEtherMan: @Kelly_UPenn @ChesCoRamblings It’s interesting that 6 years ago the flood zone residents were threatening litigation for n…,"@Kelly_UPenn @ChesCoRamblings It’s interesting that 6 years ago the flood zone residents were threatening litigation for not establishing the storm water fee, which has still not done a major project, and now these same people are threatening litigation to stop projects. #NotInMyBackYard",Tue Aug 21 14:20:44 +0000 2018
clarkie027,"RT @michellemccann: 2 years ago today, the country was waking up from a hip concert hangover, but my friends at @thebaldboys were waking up…","2 years ago today, the country was waking up from a hip concert hangover, but my friends at @thebaldboys were waking up to a flood in the store. crazy to think that 2 years have gone by since i got the ""we'll probably be closed for a couple of days."" text. @clarkie027",Tue Aug 21 13:23:29 +0000 2018
kamal_pardeshi,@iKabirBedi @porinju This is picture of flood in Porbandar a few years ago. Not Kerala,,Tue Aug 21 12:52:33 +0000 2018
michellemccann,"2 years ago today, the country was waking up from a hip concert hangover, but my friends at @thebaldboys were waking up to a flood in the store. crazy to think that 2 years have gone by since i got the ""we'll probably be closed for a couple of days."" text. @clarkie027",,Tue Aug 21 12:35:48 +0000 2018
ManassehDavid,"Lesson from a 110 years ago.
Today, the Musi has been tamed to an extent that even a massive amount of rainfall in the catchment area of 352 km river is a small wave that sweeps away garbage.
https://t.co/c2u5hUZ8tE",,Tue Aug 21 11:29:00 +0000 2018
tabtall,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Tue Aug 21 10:08:24 +0000 2018
Cern_lXXl,"@MaryVMos1 @ItsGonnaGoForIt @afperezb9 @AtheistEclipse @mikenedie @tklforgiven @HondaGuy4 @RCReed40 @JeweledStrokes @dcj_daniel @godlessteach @humanisthobbit @Troy_J_E @AwayFromTheKeys @Duke1CA @VincyBigJ @KrisQuestionz @JesusisLord50 @questions_faith @MexicoAteo @AprilLigeia @ax2n38 @Imjustacat5 @terrymorse @JWKieres @EdDarrell @godlessteach2 @Zaephou @CollinOctantis @tarawasjesus @Wileylm @sygarte @Doubtism @bobsopinions @religulous @Exposelies777 @tcunderdahl @PraiseHisName50 @idbanassaheht @trojan719 @GolfTPA @MexMarc @dykhead @Wintersfall @philipose66 @AtheistWorld @Apikoros613 @LilithLiberated @CubeSteve @DAccampoFamily That opinion is totally backed up by science and history, the idea of a global flood which killed a whole planet apart from 8 people, around 4000 years ago, is absolutely ridiculous.",,Tue Aug 21 08:59:20 +0000 2018
KDRogersMD,"No I didnt leave so I could go get drunk, high or fornicate. I left because I found out there never was a Noah's global flood. The JWs were bible literalists. I compared the bible flood story vs what was going on in the world 4344 years ago and found these did not match.",,Tue Aug 21 08:01:59 +0000 2018
IFollowYooBack_,"Why we had to tame Uber: And what other cities should learn from New York's victory

Three years ago, we saw a crisis coming. So we took a stand against corporate greed, worker exploitation and congested traffic with a reasonable proposition: Limit the flood of new for-hire …",,Tue Aug 21 07:03:07 +0000 2018
sdcardsdcard,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:21:46 +0000 2018
RodriguesAnil,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:21:34 +0000 2018
familydisaster,"RT @NWSLaCrosse: Drowning in Madison, WI area last night is the prelim. 29th flood death in the U.S. this year so far. Nearly every one of…","Drowning in Madison, WI area last night is the prelim. 29th flood death in the U.S. this year so far. Nearly every one of them involves people DRIVING INTO FLOOD WATERS. #tadd https://t.co/mTHCTM1QVr",Wed Aug 22 01:20:20 +0000 2018
AmarP_IND,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:19:26 +0000 2018
GandipetPani,"Really painful to see the trail of destruction caused by floods in Kodagu. Visited the place just last year &amp; the memories of that places are still fresh.

The more painful &amp; disgusting thing is that a minister throws biscuits to the flood victims recklessly!

#KodaguFloodRelief",,Wed Aug 22 01:17:27 +0000 2018
moneyshmalekar,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:13:04 +0000 2018
dsktweets,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 01:08:55 +0000 2018
meghannmm2,We literally never used to get any natural disasters this bad is years and all of a sudden we’re getting everything left right and center ...it’s flood it’s hurricane last year now earthquake and alya on kixx still?,,Wed Aug 22 01:01:35 +0000 2018
1310WIBA,"RT @NWSLaCrosse: Drowning in Madison, WI area last night is the prelim. 29th flood death in the U.S. this year so far. Nearly every one of…","Drowning in Madison, WI area last night is the prelim. 29th flood death in the U.S. this year so far. Nearly every one of them involves people DRIVING INTO FLOOD WATERS. #tadd https://t.co/mTHCTM1QVr",Wed Aug 22 01:00:46 +0000 2018
NWSLaCrosse,"Drowning in Madison, WI area last night is the prelim. 29th flood death in the U.S. this year so far. Nearly every one of them involves people DRIVING INTO FLOOD WATERS. #tadd https://t.co/mTHCTM1QVr",,Wed Aug 22 01:00:14 +0000 2018
ankam297,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:58:37 +0000 2018
ShoshitBoli,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:57:58 +0000 2018
ajaathashatru,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:49:47 +0000 2018
mkprav316,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:42:47 +0000 2018
Freeindiansoul,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:26:04 +0000 2018
ResadZa,"RT @ikirigin: Why are salaries in tech so high? I mean literally why has labor supply not increased given this incentive?

Bill Gates was w…","Why are salaries in tech so high? I mean literally why has labor supply not increased given this incentive?

Bill Gates was worth $100B 20 years ago. The Social Network was a hit 7 years ago. 

This is decades of time for a flood of new grads, or career switchers",Tue Aug 21 06:53:58 +0000 2018
ParulBh,"@appssharath221 @snsachinnandu You’re wrong. When Gujarat was flooded years ago, our then CM, @narendramodi visited flood affected areas in rescue boats to survey damages and assist with relief efforts. Look how far he has come today, as PM of the world’s Largest democracy! We only get what we choose.",,Tue Aug 21 06:05:40 +0000 2018
Karaboondi,"Also two years ago , I was rescued out of my car which got stuck on the ramp to join the interstate/Beltline. That happened during a sudden flash flood in the area . Today reminded of that - only it was far worse weather wise",,Tue Aug 21 04:26:59 +0000 2018
PhilNFit,It hasn’t rained this hard since our wedding day 30 years ago. 30 years ago today we got married and it fell a flood - tonight is no different. We may be here a while. 30 years ago I married my sweetheart-... https://t.co/1ZVF4Yb0xL,,Tue Aug 21 03:44:40 +0000 2018
TheEtherMan,"@Kelly_UPenn @ChesCoRamblings It’s interesting that 6 years ago the flood zone residents were threatening litigation for not establishing the storm water fee, which has still not done a major project, and now these same people are threatening litigation to stop projects. #NotInMyBackYard",,Tue Aug 21 03:30:51 +0000 2018
srinath_rajaram,"RT @ikirigin: Why are salaries in tech so high? I mean literally why has labor supply not increased given this incentive?

Bill Gates was w…","Why are salaries in tech so high? I mean literally why has labor supply not increased given this incentive?

Bill Gates was worth $100B 20 years ago. The Social Network was a hit 7 years ago. 

This is decades of time for a flood of new grads, or career switchers",Tue Aug 21 03:17:26 +0000 2018
SeanSchofer,@EquallyBalance No they just died. Probably from the flood a few years ago.,,Tue Aug 21 03:07:52 +0000 2018
CrazyBackWoodsP,@jmoney999999 @morganisawizard Ever since the flood that happened around my neighborhood about 10 years ago got me into prepping then of course the snow storm that happened last year.,,Tue Aug 21 02:39:58 +0000 2018
